REPORTER_LAB,PARTNER_LAB,PRODUCT_LAB,FLOW_LAB,STAT_PROCEDURE_LAB,PERIOD_LAB,INDICATORS_LAB,INDICATOR_VALUE
"Germany (incl. German Democratic Republic 'DD' from 1991)","Ireland (Eire)","Total","EXPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR_MIRROR",16694718153
"Germany (incl. German Democratic Republic 'DD' from 1991)","Ireland (Eire)","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",9837432681
"Germany (incl. German Democratic Republic 'DD' from 1991)","Ireland (Eire)","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",13814226825
"Germany (incl. German Democratic Republic 'DD' from 1991)","Italy (incl. San Marino 'SM' -> 1993)","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",68199637041
"Germany (incl. German Democratic Republic 'DD' from 1991)","Italy (incl. San Marino 'SM' -> 1993)","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",70532158447
"Germany (incl. German Democratic Republic 'DD' from 1991)","Italy (incl. San Marino 'SM' -> 1993)","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",80200418964
"Germany (incl. German Democratic Republic 'DD' from 1991)","Italy (incl. San Marino 'SM' -> 1993)","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",83197653343
"Germany (incl. German Democratic Republic 'DD' from 1991)","Lithuania","Total","IMPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR_MIRROR",3303177856
"Germany (incl. German Democratic Republic 'DD' from 1991)","Lithuania","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",2854657337
"Germany (incl. German Democratic Republic 'DD' from 1991)","Lithuania","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",3230776960
"Germany (incl. German Democratic Republic 'DD' from 1991)","Lithuania","Total","EXPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR_MIRROR",5594433196
"Germany (incl. German Democratic Republic 'DD' from 1991)","Lithuania","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",5212638019
"Germany (incl. German Democratic Republic 'DD' from 1991)","Lithuania","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",5162899713
"Germany (incl. German Democratic Republic 'DD' from 1991)","Luxembourg","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",4432792049
"Germany (incl. German Democratic Republic 'DD' from 1991)","Luxembourg","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",3782519224
"Germany (incl. German Democratic Republic 'DD' from 1991)","Luxembourg","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",6631363889
"Germany (incl. German Democratic Republic 'DD' from 1991)","Luxembourg","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",6783296470
"Germany (incl. German Democratic Republic 'DD' from 1991)","Latvia","Total","IMPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR_MIRROR",1318377667
"Germany (incl. German Democratic Republic 'DD' from 1991)","Latvia","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",1036730408
"Germany (incl. German Democratic Republic 'DD' from 1991)","Latvia","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",1249452735
"Germany (incl. German Democratic Republic 'DD' from 1991)","Latvia","Total","EXPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR_MIRROR",2812713835
"Germany (incl. German Democratic Republic 'DD' from 1991)","Latvia","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",2506234603
"Germany (incl. German Democratic Republic 'DD' from 1991)","Latvia","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",2528799789
"Germany (incl. German Democratic Republic 'DD' from 1991)","Malta","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",1100972168
"Germany (incl. German Democratic Republic 'DD' from 1991)","Malta","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",781910619
"Germany (incl. German Democratic Republic 'DD' from 1991)","Malta","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",805397875
"Germany (incl. German Democratic Republic 'DD' from 1991)","Malta","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",447907454
"Germany (incl. German Democratic Republic 'DD' from 1991)","Netherlands","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",187107283530
"Germany (incl. German Democratic Republic 'DD' from 1991)","Netherlands","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",199904273902
"Germany (incl. German Democratic Republic 'DD' from 1991)","Netherlands","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",109130774873
"Germany (incl. German Democratic Republic 'DD' from 1991)","Netherlands","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",107545341546
"Germany (incl. German Democratic Republic 'DD' from 1991)","Poland","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",92162588717
"Germany (incl. German Democratic Republic 'DD' from 1991)","Poland","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",96039069885
"Germany (incl. German Democratic Republic 'DD' from 1991)","Poland","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",93109848818
"Germany (incl. German Democratic Republic 'DD' from 1991)","Poland","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",89014662254
"Germany (incl. German Democratic Republic 'DD' from 1991)","Portugal","Total","IMPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR_MIRROR",11060601356
"Germany (incl. German Democratic Republic 'DD' from 1991)","Portugal","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",9555834684
"Germany (incl. German Democratic Republic 'DD' from 1991)","Portugal","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",9658927525
"Germany (incl. German Democratic Republic 'DD' from 1991)","Portugal","Total","EXPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR_MIRROR",13217923681
"Germany (incl. German Democratic Republic 'DD' from 1991)","Portugal","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",12035120392
"Germany (incl. German Democratic Republic 'DD' from 1991)","Portugal","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",12127175416
"Germany (incl. German Democratic Republic 'DD' from 1991)","Romania","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",17642162074
"Germany (incl. German Democratic Republic 'DD' from 1991)","Romania","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",19041900987
"Germany (incl. German Democratic Republic 'DD' from 1991)","Romania","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",22138896333
"Germany (incl. German Democratic Republic 'DD' from 1991)","Romania","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",23511899676
"Germany (incl. German Democratic Republic 'DD' from 1991)","Sweden","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",18995616954
"Germany (incl. German Democratic Republic 'DD' from 1991)","Sweden","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",18370030345
"Germany (incl. German Democratic Republic 'DD' from 1991)","Sweden","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",27879480251
"Germany (incl. German Democratic Republic 'DD' from 1991)","Sweden","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",28125759163
"Germany (incl. German Democratic Republic 'DD' from 1991)","Slovenia","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",8082745459
"Germany (incl. German Democratic Republic 'DD' from 1991)","Slovenia","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",8613722007
"Germany (incl. German Democratic Republic 'DD' from 1991)","Slovenia","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",7079925066
"Germany (incl. German Democratic Republic 'DD' from 1991)","Slovenia","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",7357562999
"Germany (incl. German Democratic Republic 'DD' from 1991)","Slovakia","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",21384486315
"Germany (incl. German Democratic Republic 'DD' from 1991)","Slovakia","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",22858304915
"Germany (incl. German Democratic Republic 'DD' from 1991)","Slovakia","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",17797569739
"Germany (incl. German Democratic Republic 'DD' from 1991)","Slovakia","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",20225037388
"Denmark","Austria","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",998144386
"Denmark","Austria","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",1070882723
"Denmark","Austria","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",858329898
"Denmark","Austria","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",942009720
"Denmark","Belgium (incl. Luxembourg 'LU' -> 1998)","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",3770531328
"Denmark","Belgium (incl. Luxembourg 'LU' -> 1998)","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",4415201361
"Denmark","Belgium (incl. Luxembourg 'LU' -> 1998)","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",2250320518
"Denmark","Belgium (incl. Luxembourg 'LU' -> 1998)","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",2238430501
"Denmark","Bulgaria","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",209414221
"Denmark","Bulgaria","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",196946552
"Denmark","Bulgaria","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",232955496
"Denmark","Bulgaria","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",258882431
"Denmark","Cyprus","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",19385202
"Denmark","Cyprus","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",31698963
"Denmark","Cyprus","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",86052714
"Denmark","Cyprus","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",68505742
"Denmark","Czechia","Total","IMPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR_MIRROR",3196534686
"Denmark","Czechia","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",2105948590
"Denmark","Czechia","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",2392692397
"Denmark","Czechia","Total","EXPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR_MIRROR",1597259192
"Denmark","Czechia","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",1401558479
"Denmark","Czechia","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",1574528253
"Denmark","Germany (incl. German Democratic Republic 'DD' from 1991)","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",21914478239
"Denmark","Germany (incl. German Democratic Republic 'DD' from 1991)","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",22473751161
"Denmark","Germany (incl. German Democratic Republic 'DD' from 1991)","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",18244794459
"Denmark","Germany (incl. German Democratic Republic 'DD' from 1991)","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",17812787673
"Denmark","Estonia","Total","IMPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR_MIRROR",501252759
"Denmark","Estonia","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",520611499
"Denmark","Estonia","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",491465551
"Denmark","Estonia","Total","EXPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR_MIRROR",364338280
"Denmark","Estonia","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",378720387
"Denmark","Estonia","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",380472308
"Denmark","Spain (incl. Canary Islands 'XB' from 1997)","Total","IMPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR_MIRROR",2595044031
"Denmark","Spain (incl. Canary Islands 'XB' from 1997)","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",2217794010
"Denmark","Spain (incl. Canary Islands 'XB' from 1997)","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",2560252001
"Denmark","Spain (incl. Canary Islands 'XB' from 1997)","Total","EXPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR_MIRROR",3260596400
"Denmark","Spain (incl. Canary Islands 'XB' from 1997)","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",3191839863
"Denmark","Spain (incl. Canary Islands 'XB' from 1997)","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",3393393694
"Denmark","Finland","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",1329399214
"Denmark","Finland","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",1240927507
"Denmark","Finland","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",2526592625
"Denmark","Finland","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",2760727974
"Denmark","France (incl. Saint Barthélemy 'BL' -> 2012; incl. French Guiana 'GF', Guadeloupe 'GP', Martinique 'MQ', Réunion 'RE' from 1997; incl. Mayotte 'YT' from 2014)","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",3666833106
"Denmark","France (incl. Saint Barthélemy 'BL' -> 2012; incl. French Guiana 'GF', Guadeloupe 'GP', Martinique 'MQ', Réunion 'RE' from 1997; incl. Mayotte 'YT' from 2014)","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",4193106517
"Denmark","France (incl. Saint Barthélemy 'BL' -> 2012; incl. French Guiana 'GF', Guadeloupe 'GP', Martinique 'MQ', Réunion 'RE' from 1997; incl. Mayotte 'YT' from 2014)","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",4896274806
"Denmark","France (incl. Saint Barthélemy 'BL' -> 2012; incl. French Guiana 'GF', Guadeloupe 'GP', Martinique 'MQ', Réunion 'RE' from 1997; incl. Mayotte 'YT' from 2014)","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",5072742292
"Denmark","Greece","Total","IMPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR_MIRROR",426106159
"Denmark","Greece","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",196834769
"Denmark","Greece","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",276162240
"Denmark","Greece","Total","EXPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR_MIRROR",649734994
"Denmark","Greece","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",562250895
"Denmark","Greece","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",660104327
"Denmark","Croatia","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",98971804
"Denmark","Croatia","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",146139033
"Denmark","Croatia","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",218256212
"Denmark","Croatia","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",312192889
"Denmark","Hungary","Total","IMPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR_MIRROR",1091886071
"Denmark","Hungary","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",716196854
"Denmark","Hungary","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",956367999
"Denmark","Hungary","Total","EXPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR_MIRROR",872653816
"Denmark","Hungary","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",766521513
"Denmark","Hungary","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",886297199
"Denmark","Ireland (Eire)","Total","IMPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR_MIRROR",615242488
"Denmark","Ireland (Eire)","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",834715922
"Denmark","Ireland (Eire)","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",607487946
"Denmark","Ireland (Eire)","Total","EXPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR_MIRROR",1152322060
"Denmark","Ireland (Eire)","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",862238760
"Denmark","Ireland (Eire)","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",799432077
"Denmark","Italy (incl. San Marino 'SM' -> 1993)","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",3919985609
"Denmark","Italy (incl. San Marino 'SM' -> 1993)","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",3850007248
"Denmark","Italy (incl. San Marino 'SM' -> 1993)","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",3097706499
"Denmark","Italy (incl. San Marino 'SM' -> 1993)","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",3499382076
"Denmark","Lithuania","Total","IMPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR_MIRROR",1013302438
"Denmark","Lithuania","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",890396483
"Denmark","Lithuania","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",908721912
"Denmark","Lithuania","Total","EXPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR_MIRROR",637887560
"Denmark","Lithuania","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",554630119
"Denmark","Lithuania","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",713292146
"Denmark","Luxembourg","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",252374311
"Denmark","Luxembourg","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",126646357
"Denmark","Luxembourg","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",109331031
"Denmark","Luxembourg","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",78891418
"Denmark","Latvia","Total","IMPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR_MIRROR",757772002
"Denmark","Latvia","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",789785194
"Denmark","Latvia","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",809824999
"Denmark","Latvia","Total","EXPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR_MIRROR",534372142
"Denmark","Latvia","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",368883747
"Denmark","Latvia","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",428097624
"Denmark","Malta","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",37183670
"Denmark","Malta","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",6742973
"Denmark","Malta","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",88151721
"Denmark","Malta","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",113502533
"Denmark","Netherlands","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",10340264359
"Denmark","Netherlands","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",11133804730
"Denmark","Netherlands","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",8161431118
"Denmark","Netherlands","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",8466739172
"Denmark","Poland","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",5440300167
"Denmark","Poland","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",5879646703
"Denmark","Poland","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",5446346340
"Denmark","Poland","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",7264556063
"Denmark","Portugal","Total","IMPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR_MIRROR",588482275
"Denmark","Portugal","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",465138705
"Denmark","Portugal","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",574257761
"Denmark","Portugal","Total","EXPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR_MIRROR",613413335
"Denmark","Portugal","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",516750047
"Denmark","Portugal","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",514751602
"Denmark","Romania","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",285739215
"Denmark","Romania","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",339196031
"Denmark","Romania","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",662216358
"Denmark","Romania","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",796418823
"Denmark","Sweden","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",13155039758
"Denmark","Sweden","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",12264429524
"Denmark","Sweden","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",10941457659
"Denmark","Sweden","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",11616212955
"Denmark","Slovenia","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",471829534
"Denmark","Slovenia","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",596992259
"Denmark","Slovenia","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",169139909
"Denmark","Slovenia","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",156771575
"Denmark","Slovakia","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",404555995
"Denmark","Slovakia","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",467989224
"Denmark","Slovakia","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",401192368
"Denmark","Slovakia","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",403797618
"Estonia","Austria","Total","IMPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR",249780886
"Estonia","Austria","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",208669081
"Estonia","Austria","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",222097456
"Estonia","Austria","Total","EXPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR",103648442
"Estonia","Austria","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",90103531
"Estonia","Austria","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",81782241
"Estonia","Belgium (incl. Luxembourg 'LU' -> 1998)","Total","IMPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR",428550674
"Estonia","Belgium (incl. Luxembourg 'LU' -> 1998)","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",405622749
"Estonia","Belgium (incl. Luxembourg 'LU' -> 1998)","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",684831912
"Estonia","Belgium (incl. Luxembourg 'LU' -> 1998)","Total","EXPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR",303160125
"Estonia","Belgium (incl. Luxembourg 'LU' -> 1998)","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",258761081
"Estonia","Belgium (incl. Luxembourg 'LU' -> 1998)","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",396369969
"Estonia","Bulgaria","Total","IMPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR",55652470
"Estonia","Bulgaria","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",28492986
"Estonia","Bulgaria","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",35755346
"Estonia","Bulgaria","Total","EXPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR",364856146
"Estonia","Bulgaria","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",221042557
"Estonia","Bulgaria","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",166368473
"Estonia","Cyprus","Total","IMPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR",7549433
"Estonia","Cyprus","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",8140769
"Estonia","Cyprus","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",13494894
"Estonia","Cyprus","Total","EXPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR",15340757
"Estonia","Cyprus","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",13406523
"Estonia","Cyprus","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",5459477
"Estonia","Czechia","Total","IMPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR",627613427
"Estonia","Czechia","Total","IMPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR_MIRROR",679256282
"Estonia","Czechia","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",483205092
"Estonia","Czechia","Total","IMPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR_MIRROR",663280949
"Estonia","Czechia","Total","EXPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR",157685413
"Estonia","Czechia","Total","EXPORT","Total","Jan.-Dec. 2025","VALUE_IN_EUR_MIRROR",189178281
"Estonia","Czechia","Total","EXPORT","Total","Jan.-Dec. 2024","VALUE_IN_EUR",169569453
